GUID,pattern_key,total_volume,ratio_Li2SO4,present_Li2SO4,mass_proxy_Li2SO4,mol_proxy_Li2SO4,ratio_LiClO4,present_LiClO4,mass_proxy_LiClO4,mol_proxy_LiClO4,ratio_LiNO3,present_LiNO3,mass_proxy_LiNO3,mol_proxy_LiNO3,ratio_Na2SO4,present_Na2SO4,mass_proxy_Na2SO4,mol_proxy_Na2SO4,ratio_NaBr,present_NaBr,mass_proxy_NaBr,mol_proxy_NaBr,ratio_NaClO4,present_NaClO4,mass_proxy_NaClO4,mol_proxy_NaClO4,ratio_NaNO3,present_NaNO3,mass_proxy_NaNO3,mol_proxy_NaNO3,ratio_water,present_water,mass_proxy_water,mol_proxy_water,active_count,water_ratio,weighted_density,ionic_strength_proxy,salt_ratio_sum,nonwater_entropy,max_nonwater_ratio,sulfate_ratio,nitrate_ratio,perchlorate_ratio,bromide_ratio,lithium_ratio,sodium_ratio,water_x_ionic,sulfate_x_nitrate,pattern_count,rare_pattern,pattern_Li2SO4,pattern_Li2SO4+LiClO4,pattern_Li2SO4+LiClO4+LiNO3,pattern_Li2SO4+LiNO3,pattern_Li2SO4+LiNO3+Na2SO4+NaClO4+NaNO3,pattern_Li2SO4+LiNO3+NaClO4+NaNO3,pattern_Li2SO4+Na2SO4+NaClO4+NaNO3,pattern_Li2SO4+NaClO4,pattern_LiClO4,pattern_LiClO4+LiNO3,pattern_LiNO3,pattern_LiNO3+Na2SO4+NaClO4+NaNO3,pattern_Na2SO4+NaBr+NaClO4,pattern_Na2SO4+NaBr+NaClO4+NaNO3,pattern_Na2SO4+NaBr+NaNO3,pattern_Na2SO4+NaClO4,pattern_Na2SO4+NaClO4+NaNO3,pattern_Na2SO4+NaNO3,pattern_NaBr,pattern_NaBr+NaClO4+NaNO3,pattern_NaClO4,pattern_NaClO4+NaNO3,pattern_NaNO3
{41E50B41-A68E-61E4-D30D-B8B9FC4CB525},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,3.32,53.2196,0.14285714285714285,1.0,1.37,13.7411,0.5714285714285714,1.0,4.0,0.0,2,0.5714285714285714,1.2414285714285713,9.565814285714286,0.42857142857142855,0.6359194408637213,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.42857142857142855,5.466179591836735,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{E92470A8-53B7-0575-2E46-1D923D25E78D},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.66,26.6098,0.14285714285714285,1.0,1.37,13.7411,0.7142857142857143,1.0,5.0,0.0,2,0.7142857142857143,1.1471428571428572,5.7644142857142855,0.2857142857142857,0.555974328301518,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.2857142857142857,4.117438775510204,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{5C7864BA-37D7-E898-9F90-AFC987727795},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,3.32,53.2196,0.14285714285714285,1.0,1.37,13.7411,0.5714285714285714,1.0,4.0,0.0,2,0.5714285714285714,1.2414285714285713,9.565814285714286,0.42857142857142855,0.6359194408637213,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.42857142857142855,5.466179591836735,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{8A3E9C29-D21C-D40C-AB83-54338FEAE662},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,4.9799999999999995,79.82939999999999,0.14285714285714285,1.0,1.37,13.7411,0.42857142857142855,1.0,3.0,0.0,2,0.42857142857142855,1.3357142857142856,13.367214285714285,0.5714285714285714,0.6411148186024177,0.42857142857142855,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.5714285714285714,5.728806122448979,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{BD7B1593-D933-6EDE-9F11-A13C49C66AE9},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,6.64,106.4392,0.14285714285714285,1.0,1.37,13.7411,0.2857142857142857,1.0,2.0,0.0,2,0.2857142857142857,1.43,17.168614285714288,0.7142857142857142,0.597767614399572,0.5714285714285714,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0,0.7142857142857142,4.905318367346939,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{32B53139-3B96-FA0B-2866-8B85273AD7D9},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,8.299999999999999,133.04899999999998,0.14285714285714285,1.0,1.37,13.7411,0.14285714285714285,1.0,1.0,0.0,2,0.14285714285714285,1.524285714285714,20.97001428571428,0.8571428571428572,0.518324476023054,0.7142857142857143,0.0,0.14285714285714285,0.7142857142857143,0.0,0.0,0.8571428571428572,2.9957163265306113,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{87298563-699B-2158-2B20-8E722B2413F8},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,9.959999999999999,159.65879999999999,0.14285714285714285,1.0,1.37,13.7411,0.0,0.0,0.0,0.0,2,0.0,1.6185714285714283,24.771414285714282,1.0,0.410116318288409,0.8571428571428571,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{88636388-51EE-9A97-ADDC-54741526AA72},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.66,26.6098,0.2857142857142857,1.0,2.74,27.4822,0.5714285714285714,1.0,4.0,0.0,2,0.5714285714285714,1.2,7.727428571428571,0.42857142857142855,0.6359194408637213,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.42857142857142855,4.415673469387754,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{C0B444C7-6913-AC2D-3680-D60B03D4ED35},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,3.32,53.2196,0.2857142857142857,1.0,2.74,27.4822,0.42857142857142855,1.0,3.0,0.0,2,0.42857142857142855,1.2942857142857143,11.528828571428571,0.5714285714285714,0.7158645534259246,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5714285714285714,4.940926530612244,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,4.9799999999999995,79.82939999999999,0.2857142857142857,1.0,2.74,27.4822,0.2857142857142857,1.0,2.0,0.0,2,0.2857142857142857,1.3885714285714283,15.330228571428572,0.7142857142857142,0.721059931164621,0.42857142857142855,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.7142857142857142,4.380065306122449,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{E72B85B7-2FB7-91AC-1F44-1EBF32AEFD7A},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,6.64,106.4392,0.2857142857142857,1.0,2.74,27.4822,0.14285714285714285,1.0,1.0,0.0,2,0.14285714285714285,1.4828571428571427,19.13162857142857,0.8571428571428571,0.6777127269617753,0.5714285714285714,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.8571428571428571,2.7330897959183673,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{8C25CF99-F697-C9B3-26C1-9E572CAE6EE6},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,8.299999999999999,133.04899999999998,0.2857142857142857,1.0,2.74,27.4822,0.0,0.0,0.0,0.0,2,0.0,1.577142857142857,22.93302857142857,1.0,0.5982695885852573,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,1.0,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{53CAB14B-5A67-4058-36CA-EDEC7893207D},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.66,26.6098,0.42857142857142855,1.0,4.11,41.2233,0.42857142857142855,1.0,3.0,0.0,2,0.42857142857142855,1.252857142857143,9.690442857142857,0.5714285714285714,0.6411148186024177,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.5714285714285714,4.15304693877551,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{04C73CE4-61A8-3342-122D-D22EA0A71248},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,3.32,53.2196,0.42857142857142855,1.0,4.11,41.2233,0.2857142857142857,1.0,2.0,0.0,2,0.2857142857142857,1.3471428571428572,13.491842857142858,0.7142857142857142,0.721059931164621,0.42857142857142855,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.7142857142857142,3.854812244897959,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{AAA771D5-1F6E-738C-044B-4989B732CEF2},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,4.9799999999999995,79.82939999999999,0.42857142857142855,1.0,4.11,41.2233,0.14285714285714285,1.0,1.0,0.0,2,0.14285714285714285,1.4414285714285715,17.293242857142854,0.8571428571428571,0.7262553089033174,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.8571428571428571,2.470463265306122,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{3CC85BC3-C189-61F7-A9AD-414B8012458C},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,6.64,106.4392,0.42857142857142855,1.0,4.11,41.2233,0.0,0.0,0.0,0.0,2,0.0,1.5357142857142858,21.094642857142855,1.0,0.6829081047004717,0.5714285714285714,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{811B7742-9708-481D-D2C6-E72CA39337AB},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.66,26.6098,0.5714285714285714,1.0,5.48,54.9644,0.2857142857142857,1.0,2.0,0.0,2,0.2857142857142857,1.3057142857142858,11.65345714285714,0.7142857142857142,0.597767614399572,0.5714285714285714,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.7142857142857142,3.3295591836734686,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{987A7F24-6871-9417-2924-68CFE32554F7},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,3.32,53.2196,0.5714285714285714,1.0,5.48,54.9644,0.14285714285714285,1.0,1.0,0.0,2,0.14285714285714285,1.4000000000000001,15.454857142857142,0.8571428571428571,0.6777127269617753,0.5714285714285714,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.8571428571428571,2.207836734693877,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{0BC976CE-6511-34F2-8A64-A92DDE5A8528},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,4.9799999999999995,79.82939999999999,0.5714285714285714,1.0,5.48,54.9644,0.0,0.0,0.0,0.0,2,0.0,1.4942857142857144,19.25625714285714,1.0,0.6829081047004717,0.5714285714285714,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{C728CD3D-8F64-3AC1-255C-2BDE9394431E},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.66,26.6098,0.7142857142857143,1.0,6.8500000000000005,68.7055,0.14285714285714285,1.0,1.0,0.0,2,0.14285714285714285,1.3585714285714285,13.61647142857143,0.8571428571428572,0.518324476023054,0.7142857142857143,0.0,0.7142857142857143,0.14285714285714285,0.0,0.0,0.8571428571428572,1.9452102040816328,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{CE55911B-3494-64C3-A826-217B9E49902D},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,3.32,53.2196,0.7142857142857143,1.0,6.8500000000000005,68.7055,0.0,0.0,0.0,0.0,2,0.0,1.4528571428571428,17.417871428571427,1.0,0.5982695885852573,0.7142857142857143,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{A0A3756C-1996-1342-9DE2-C26476ED0DC2},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.66,26.6098,0.8571428571428571,1.0,8.22,82.4466,0.0,0.0,0.0,0.0,2,0.0,1.4114285714285715,15.579485714285713,1.0,0.410116318288409,0.8571428571428571,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{38DE8839-90D1-2658-4E5A-5B84BB207A1E},NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.37,13.7411,0.8571428571428571,1.0,6.0,0.0,1,0.8571428571428571,1.052857142857143,1.9630142857142856,0.14285714285714285,0.277987164150759,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,1.6825836734693875,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
{6F5AB618-2569-B402-A877-6DCE7DD8F153},NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,2.74,27.4822,0.7142857142857143,1.0,5.0,0.0,1,0.7142857142857143,1.1057142857142856,3.926028571428571,0.2857142857142857,0.3579322767129623,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,2.8043061224489794,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
{3B1E979C-AA36-B5A6-A445-6047ACB7524A},NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,4.11,41.2233,0.5714285714285714,1.0,4.0,0.0,1,0.5714285714285714,1.1585714285714286,5.889042857142857,0.42857142857142855,0.3631276544516587,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,3.365167346938775,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
{96991FD3-F267-6D61-C5B4-38C478B999A8},NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,5.48,54.9644,0.42857142857142855,1.0,3.0,0.0,1,0.42857142857142855,1.2114285714285715,7.852057142857142,0.5714285714285714,0.319780450248813,0.5714285714285714,0.0,0.5714285714285714,0.0,0.0,0.0,0.5714285714285714,3.365167346938775,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
{CD33BF4A-EE37-BB27-834D-5A50685BC1EF},NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,6.8500000000000005,68.7055,0.2857142857142857,1.0,2.0,0.0,1,0.2857142857142857,1.2642857142857145,9.815071428571429,0.7142857142857143,0.24033731187229493,0.7142857142857143,0.0,0.7142857142857143,0.0,0.0,0.0,0.7142857142857143,2.8043061224489794,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
{CD210EF3-8782-CC49-9B4A-B7847AC0A5D9},NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,8.22,82.4466,0.14285714285714285,1.0,1.0,0.0,1,0.14285714285714285,1.3171428571428572,11.778085714285714,0.8571428571428571,0.13212915413765,0.8571428571428571,0.0,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,1.6825836734693875,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
{B6BBEE56-6A44-E2C5-A640-FE532DF4CF73},NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.59,96.18769999999999,0.0,0.0,0.0,0.0,1,0.0,1.3699999999999999,13.7411,1.0,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
{0EA89D02-40B4-7C1B-0107-715C0E82E2E7},NaClO4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.66,26.6098,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,6.0,0.0,1,0.8571428571428571,1.0942857142857143,3.8014,0.14285714285714285,0.277987164150759,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,3.258342857142857,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
{002BB164-BEE7-EA15-ED8A-D3236E8C961C},NaClO4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,3.32,53.2196,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,5.0,0.0,1,0.7142857142857143,1.1885714285714286,7.6028,0.2857142857142857,0.3579322767129623,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,5.430571428571429,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
{CE287932-9624-953A-9A59-97BA5911A998},NaClO4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,4.9799999999999995,79.82939999999999,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,4.0,0.0,1,0.5714285714285714,1.282857142857143,11.4042,0.42857142857142855,0.3631276544516587,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,6.516685714285714,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
{FDA7B14C-8341-4BFB-BA54-DD53B589C923},NaClO4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,6.64,106.4392,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,3.0,0.0,1,0.42857142857142855,1.3771428571428572,15.2056,0.5714285714285714,0.319780450248813,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0,0.0,0.5714285714285714,6.516685714285714,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
{4F22D78F-CF9D-E213-A658-31D8C7627159},NaClO4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,8.299999999999999,133.04899999999998,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,2.0,0.0,1,0.2857142857142857,1.4714285714285713,19.006999999999998,0.7142857142857143,0.24033731187229493,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0,0.0,0.7142857142857143,5.430571428571428,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
